Order Id,Customer ID,Cust_name,Age,City,State,Order Date,Ord_Status,Product ID,Prod_Name,Category,Sub category,Price,Quantity,Amount,Paymt-Mode,Delivery Time,Delivery status,Distance,Rating,REVENUE,DELIVERY_time,Distance_category,Order Type,MONTH,,,,,,,,,,,,,,,,,
O005077,C05077,Ananya Gupta,38,Lucknow,Uttar Pradesh,2023-06-13 00:00:00,Delivered,P00270,Urban Cashew 2kg,Snacks & Branded Foods,Biscuits & Cookies,220,1,250,Net Banking,53,Delivered Late,6,4,220,Slow,Near,Successful,June,,,,,,,,,,,,,,,,,
O005078,C05078,Vivaan Sharma,48,Lucknow,Uttar Pradesh,2024-06-12 00:00:00,Delivered,P00625,Daily Bread 500g,Snacks & Branded Foods,Biscuits & Cookies,30,3,330,Debit Card,60,Delivered Late,6,4,90,Slow,Near,Successful,June,,,,,,,,,,,,,,,,,
O005079,C05079,Aditya Gupta,38,Chennai,Tamil Nadu,2024-07-08 00:00:00,Returned,P00682,Quick Basmati Rice 1L,Dairy & Bakery,Curd & Yogurt,240,4,880,UPI,84,Delivered On Time,9.9,5,960,Slow,Far,Failed,July,,,,,,,,,,,,,,,,,
O005080,C05080,Aarav Verma,23,Delhi,Delhi,2024-12-01 00:00:00,Delivered,P00483,Daily Toor Dal 6 pcs,Snacks & Branded Foods,Chips & Namkeen,110,2,1000,UPI,50,Delivered Late,6.7,4,220,Slow,Far,Successful,December,,,,,,,,,,,,,,,,,
O005081,C05081,Yash Patel,41,Ahmedabad,Gujarat,2023-10-23 00:00:00,Delivered,Not found,Not found,Not found,Not found,0,2,1020,Debit Card,34,Delivered Late,4.1,3,0,Fast,Near,Successful,October,,,,,,,,,,,,,,,,,
O005082,C05082,Ishaan Patel,57,Kolkata,West Bengal,2024-10-01 00:00:00,Delivered,P00855,Happy Dishwash 12 pcs,Snacks & Branded Foods,Biscuits & Cookies,40,2,160,Credit Card,15,Delivered On Time,2.8,4,80,Fast,Near,Successful,October,,,,,,,,,,,,,,,,,
O005083,C05083,Aryan Jain,23,Bengaluru,Karnataka,2023-01-09 00:00:00,Returned,P00131,Daily Namkeen 200g,Dairy & Bakery,Paneer,240,4,2800,Cash on Delivery,21,Delivered On Time,4.4,5,960,Fast,Near,Failed,January,,,,,,,,,,,,,,,,,
O005084,C05084,Kabir Reddy,25,Bengaluru,Karnataka,2024-04-18 00:00:00,Delivered,P00104,Urban Curd 1L,Dairy & Bakery,Milk,20,2,520,Cash on Delivery,24,Delivered Late,0.9,5,40,Fast,Near,Successful,April,,,,,,,,,,,,,,,,,
O005085,C05085,Aryan Mehta,31,Jaipur,Rajasthan,2023-05-21 00:00:00,Delivered,P00206,Pure Cookies 500ml,Baby Care,Diapers,130,4,480,UPI,86,Delivered Late,8.4,4,520,Slow,Far,Successful,May,,,,,,,,,,,,,,,,,
O005086,C05086,Kabir Sharma,37,Jaipur,Rajasthan,2024-04-12 00:00:00,Delivered,P01147,Green Toor Dal 1kg,Fruits & Vegetables,Fresh Fruits,40,2,440,UPI,82,Delivered Late,7.9,3,80,Slow,Far,Successful,April,,,,,,,,,,,,,,,,,
O005087,C05087,Aryan Mehta,21,Jaipur,Rajasthan,2024-01-02 00:00:00,Delivered,P00814,Pure Milk 500g,Snacks & Branded Foods,Chips & Namkeen,180,1,330,UPI,47,Delivered Late,6.4,5,180,Slow,Far,Successful,January,,,,,,,,,,,,,,,,,
O005088,C05088,Khushi Verma,44,Chennai,Tamil Nadu,2024-12-11 00:00:00,Delivered,P00561,Smart Namkeen 1L,Grocery & Staples,Rice,210,2,760,Net Banking,96,Delivered Late,9.4,2,420,Slow,Far,Successful,December,,,,,,,,,,,,,,,,,
O005089,C05089,Aryan Patel,24,Lucknow,Uttar Pradesh,2024-07-09 00:00:00,Delivered,P00789,Daily Atta 1L,Dairy & Bakery,Breads,220,1,410,Credit Card,52,Delivered Late,4.4,3,220,Slow,Near,Successful,July,,,,,,,,,,,,,,,,,
O005090,C05090,Vivaan Singh,31,Hyderabad,Telangana,2023-03-05 00:00:00,Delivered,P01180,Pure Cookies 500ml,Grocery & Staples,Atta & Flour,570,4,240,Wallet,23,Delivered Late,1.3,5,2280,Fast,Near,Successful,March,,,,,,,,,,,,,,,,,
O005091,C05091,Isha Singh,27,Hyderabad,Telangana,2024-04-15 00:00:00,Delivered,P00948,Quick Juice 500g,Snacks & Branded Foods,Chips & Namkeen,190,2,1140,Credit Card,41,Delivered Late,3.6,5,380,Fast,Near,Successful,April,,,,,,,,,,,,,,,,,
O005092,C05092,Isha Jain,22,Ahmedabad,Gujarat,2024-12-11 00:00:00,Delivered,P00236,Quick Banana 6 pcs,Personal Care,Hair Care,90,4,800,UPI,47,Delivered Late,6.8,3,360,Slow,Far,Successful,December,,,,,,,,,,,,,,,,,
O005093,C05093,Aarav Patel,23,Lucknow,Uttar Pradesh,2024-08-22 00:00:00,Delivered,P00490,Good Curd 12 pcs,Dairy & Bakery,Breads,230,4,360,UPI,71,Delivered Late,9.1,4,920,Slow,Far,Successful,August,,,,,,,,,,,,,,,,,
O005094,C05094,Khushi Jain,19,Delhi,Delhi,2023-06-08 00:00:00,Delivered,P00064,Good Toor Dal 2kg,Snacks & Branded Foods,Chips & Namkeen,40,4,1280,Credit Card,89,Delivered Late,9.8,3,160,Slow,Far,Successful,June,,,,,,,,,,,,,,,,,
O005095,C05095,Ishaan Gupta,33,Chennai,Tamil Nadu,2024-07-02 00:00:00,Delivered,P01079,Fresh Tomato 2kg,Snacks & Branded Foods,Instant Food,60,2,720,Debit Card,75,Delivered Late,6.8,4,120,Slow,Far,Successful,July,,,,,,,,,,,,,,,,,
O005096,C05096,Pooja Yadav,49,Delhi,Delhi,2023-11-01 00:00:00,Delivered,P01125,Metro Potato 500ml,Household,Laundry,390,4,160,Credit Card,20,Delivered Late,0.9,2,1560,Fast,Near,Successful,November,,,,,,,,,,,,,,,,,
O005097,C05097,Khushi Jain,49,Ahmedabad,Gujarat,2024-07-13 00:00:00,Delivered,P00014,Daily Toor Dal 1kg,Grocery & Staples,Atta & Flour,370,3,600,UPI,27,Delivered Late,2.3,3,1110,Fast,Near,Successful,July,,,,,,,,,,,,,,,,,
O005098,C05098,Krishna Yadav,22,Kolkata,West Bengal,2023-11-27 00:00:00,Delivered,P00853,Good Namkeen 2kg,Fruits & Vegetables,Herbs,70,3,1380,UPI,34,Delivered Late,3.2,4,210,Fast,Near,Successful,November,,,,,,,,,,,,,,,,,
O005099,C05099,Vihaan Khan,60,Ahmedabad,Gujarat,2024-06-30 00:00:00,Out for Delivery,P01012,Smart Cold Drink 1L,Baby Care,Baby Skin Care,110,2,1020,UPI,32,Delivered Late,2.8,5,220,Fast,Near,Failed,June,,,,,,,,,,,,,,,,,
O005100,C05100,Khushi Verma,60,Mumbai,Maharashtra,2024-10-31 00:00:00,Delivered,P00731,Metro Dishwash 6 pcs,Snacks & Branded Foods,Chips & Namkeen,210,5,650,UPI,41,Delivered On Time,6.7,5,1050,Fast,Far,Successful,October,,,,,,,,,,,,,,,,,
O005101,C05101,Riya Sharma,54,Lucknow,Uttar Pradesh,2023-10-15 00:00:00,Delivered,P00756,Fresh Toor Dal 1kg,Dairy & Bakery,Breads,130,1,70,UPI,33,Delivered Late,4,5,130,Fast,Near,Successful,October,,,,,,,,,,,,,,,,,
O005102,C05102,Ishaan Sharma,47,Mumbai,Maharashtra,2023-12-21 00:00:00,Delivered,P00192,Green Curd 500ml,Beverages,Juices,30,4,2360,UPI,35,Delivered Late,3.8,5,120,Fast,Near,Successful,December,,,,,,,,,,,,,,,,,
O005103,C05103,Ananya Mehta,56,Kolkata,West Bengal,2024-01-10 00:00:00,Delivered,P01022,Quick Floor Cleaner 1kg,Personal Care,Deos & Perfumes,150,2,460,Credit Card,57,Delivered Late,5.9,5,300,Slow,Near,Successful,January,,,,,,,,,,,,,,,,,
O005104,C05104,Nisha Patel,33,Hyderabad,Telangana,2024-02-25 00:00:00,Cancelled,P01037,Quick Apple 12 pcs,Grocery & Staples,Rice,510,5,150,UPI,44,Delivered On Time,8.7,2,2550,Fast,Far,Failed,February,,,,,,,,,,,,,,,,,
O005105,C05105,Riya Sharma,38,Jaipur,Rajasthan,2023-03-23 00:00:00,Delivered,P00803,Quick Shampoo 1kg,Fruits & Vegetables,Herbs,240,2,680,Cash on Delivery,72,Delivered Late,8.4,2,480,Slow,Far,Successful,March,,,,,,,,,,,,,,,,,
O005106,C05106,Aarav Mehta,22,Chennai,Tamil Nadu,2023-12-22 00:00:00,Delivered,Not found,Not found,Not found,Not found,0,3,450,UPI,79,Delivered Late,8.2,4,0,Slow,Far,Successful,December,,,,,,,,,,,,,,,,,
O005107,C05107,Vivaan Singh,29,Hyderabad,Telangana,2024-08-05 00:00:00,Delivered,P00464,Fresh Eggs 1L,Personal Care,Deos & Perfumes,340,3,810,Credit Card,41,Delivered Late,3.8,4,1020,Fast,Near,Successful,August,,,,,,,,,,,,,,,,,
O005108,C05108,Ishaan Sharma,52,Ahmedabad,Gujarat,2023-07-09 00:00:00,Delivered,P00117,Happy Atta 2kg,Dairy & Bakery,Paneer,40,1,280,UPI,86,Delivered Late,9.1,5,40,Slow,Far,Successful,July,,,,,,,,,,,,,,,,,
O005109,C05109,Yash Singh,57,Bengaluru,Karnataka,2023-10-10 00:00:00,Delivered,P01162,Urban Atta 500g,Dairy & Bakery,Breads,210,4,1080,Debit Card,33,Delivered On Time,4.3,1,840,Fast,Near,Successful,October,,,,,,,,,,,,,,,,,
O005110,C05110,Riya Yadav,54,Ahmedabad,Gujarat,2023-11-10 00:00:00,Delivered,P00950,Happy Tomato 2kg,Grocery & Staples,Atta & Flour,460,3,810,UPI,55,Delivered On Time,8.1,3,1380,Slow,Far,Successful,November,,,,,,,,,,,,,,,,,
O005111,C05111,Krishna Singh,27,Pune,Maharashtra,2024-06-04 00:00:00,Delivered,P00964,Quick Basmati Rice 200g,Dairy & Bakery,Cakes,250,4,440,UPI,70,Delivered Late,8.9,4,1000,Slow,Far,Successful,June,,,,,,,,,,,,,,,,,
O005112,C05112,Diya Reddy,25,Hyderabad,Telangana,2024-09-09 00:00:00,Delivered,P00213,Pure Toothpaste 1L,Baby Care,Baby Food,390,3,360,Cash on Delivery,54,Delivered On Time,8.4,5,1170,Slow,Far,Successful,September,,,,,,,,,,,,,,,,,
O005113,C05113,Vihaan Mehta,31,Chennai,Tamil Nadu,2023-11-22 00:00:00,Delivered,P00717,Pure Almonds 500g,Baby Care,Baby Skin Care,460,5,1350,UPI,41,Delivered On Time,4.9,5,2300,Fast,Near,Successful,November,,,,,,,,,,,,,,,,,
O005114,C05114,Aryan Patel,53,Hyderabad,Telangana,2024-02-27 00:00:00,Delivered,P00454,Quick Cookies 500g,Household,Laundry,140,3,510,Cash on Delivery,58,Delivered Late,5.7,4,420,Slow,Near,Successful,February,,,,,,,,,,,,,,,,,
O005115,C05115,Saanvi Patel,58,Hyderabad,Telangana,2024-01-01 00:00:00,Delivered,P00324,Good Atta 2kg,Fruits & Vegetables,Fresh Fruits,190,1,150,UPI,31,Delivered Late,2.7,4,190,Fast,Near,Successful,January,,,,,,,,,,,,,,,,,
O005116,C05116,Kabir Singh,33,Kolkata,West Bengal,2023-01-08 00:00:00,Delivered,P01049,Good Floor Cleaner 500ml,Beverages,Juices,40,2,400,UPI,93,Delivered Late,9.5,3,80,Slow,Far,Successful,January,,,,,,,,,,,,,,,,,
O005117,C05117,Riya Yadav,44,Chennai,Tamil Nadu,2024-01-27 00:00:00,Delivered,P00354,Metro Potato 1kg,Dairy & Bakery,Paneer,120,5,450,UPI,41,Delivered Late,4.6,5,600,Fast,Near,Successful,January,,,,,,,,,,,,,,,,,
O005118,C05118,Kriti Jain,32,Ahmedabad,Gujarat,2023-07-17 00:00:00,Delivered,P00713,Green Eggs 12 pcs,Snacks & Branded Foods,Biscuits & Cookies,240,1,160,UPI,34,Delivered Late,3.2,3,240,Fast,Near,Successful,July,,,,,,,,,,,,,,,,,
O005119,C05119,Krishna Sharma,47,Pune,Maharashtra,2023-09-25 00:00:00,Delivered,P00262,Urban Dishwash 200g,Baby Care,Baby Food,180,5,1200,Debit Card,71,Delivered On Time,8.9,5,900,Slow,Far,Successful,September,,,,,,,,,,,,,,,,,
O005120,C05120,Aryan Mehta,20,Delhi,Delhi,2024-11-03 00:00:00,Delivered,P00022,Green Atta 500g,Baby Care,Baby Food,550,2,500,UPI,23,Delivered Late,1.6,4,1100,Fast,Near,Successful,November,,,,,,,,,,,,,,,,,
O005121,C05121,Ananya Singh,24,Delhi,Delhi,2024-04-23 00:00:00,Out for Delivery,P00614,Urban Cashew 6 pcs,Beverages,Juices,120,4,200,UPI,31,Delivered Late,1.9,5,480,Fast,Near,Failed,April,,,,,,,,,,,,,,,,,
O005122,C05122,Rohan Verma,52,Delhi,Delhi,2024-04-04 00:00:00,Out for Delivery,P00931,Green Tea 2kg,Beverages,Juices,160,4,1120,UPI,40,Delivered On Time,7,4,640,Fast,Far,Failed,April,,,,,,,,,,,,,,,,,
O005123,C05123,Yash Patel,22,Kolkata,West Bengal,2023-09-29 00:00:00,Delivered,P00547,Metro Tomato 2kg,Fruits & Vegetables,Fresh Fruits,220,1,70,UPI,37,Delivered Late,3.9,5,220,Fast,Near,Successful,September,,,,,,,,,,,,,,,,,
O005124,C05124,Isha Verma,19,Hyderabad,Telangana,2023-01-03 00:00:00,Delivered,P00565,Daily Coffee 200g,Dairy & Bakery,Cakes,130,4,1120,Cash on Delivery,40,Delivered Late,5.2,5,520,Fast,Near,Successful,January,,,,,,,,,,,,,,,,,
O005125,C05125,Aditya Verma,43,Mumbai,Maharashtra,2024-01-12 00:00:00,Returned,P01152,Pure Banana 12 pcs,Baby Care,Diapers,650,5,1050,Cash on Delivery,25,Delivered On Time,5.2,4,3250,Fast,Near,Failed,January,,,,,,,,,,,,,,,,,
O005126,C05126,Diya Yadav,40,Chennai,Tamil Nadu,2024-01-21 00:00:00,Delivered,P00989,Urban Floor Cleaner 6 pcs,Household,Disposables,110,5,1350,UPI,44,Delivered Late,5.8,5,550,Fast,Near,Successful,January,,,,,,,,,,,,,,,,,
O005127,C05127,Isha Singh,34,Hyderabad,Telangana,2023-06-30 00:00:00,Delivered,P00789,Daily Atta 1L,Dairy & Bakery,Breads,220,2,260,Cash on Delivery,49,Delivered On Time,7,4,440,Slow,Far,Successful,June,,,,,,,,,,,,,,,,,
O005128,C05128,Riya Verma,30,Chennai,Tamil Nadu,2024-06-14 00:00:00,Delivered,Not found,Not found,Not found,Not found,0,5,1000,UPI,16,Delivered Late,1,3,0,Fast,Near,Successful,June,,,,,,,,,,,,,,,,,
O005129,C05129,Rohan Yadav,54,Pune,Maharashtra,2023-03-08 00:00:00,Out for Delivery,P01095,Smart Floor Cleaner 200g,Fruits & Vegetables,Fresh Vegetables,70,5,250,UPI,30,Delivered On Time,3.8,3,350,Fast,Near,Failed,March,,,,,,,,,,,,,,,,,
O005130,C05130,Kriti Khan,18,Delhi,Delhi,2024-12-23 00:00:00,Delivered,P00110,Green Shampoo 1L,Baby Care,Baby Food,500,3,840,UPI,22,Delivered On Time,5.8,4,1500,Fast,Near,Successful,December,,,,,,,,,,,,,,,,,
O005131,C05131,Nisha Khan,27,Hyderabad,Telangana,2023-04-23 00:00:00,Returned,P01097,Happy Floor Cleaner 1L,Household,Disposables,360,2,580,Credit Card,32,Delivered Late,3,4,720,Fast,Near,Failed,April,,,,,,,,,,,,,,,,,
O005132,C05132,Isha Mehta,26,Delhi,Delhi,2023-08-11 00:00:00,Delivered,P00617,Good Coffee 200g,Household,Laundry,180,5,750,UPI,5,Delivered On Time,0.9,2,900,Fast,Near,Successful,August,,,,,,,,,,,,,,,,,
O005133,C05133,Riya Patel,32,Jaipur,Rajasthan,2023-07-30 00:00:00,Delivered,P00930,Happy Eggs 12 pcs,Baby Care,Baby Skin Care,780,3,480,UPI,62,Delivered On Time,8.3,5,2340,Slow,Far,Successful,July,,,,,,,,,,,,,,,,,
O005134,C05134,Vivaan Mehta,58,Ahmedabad,Gujarat,2023-04-09 00:00:00,Delivered,P00653,Metro Eggs 1kg,Snacks & Branded Foods,Chips & Namkeen,50,1,130,Debit Card,5,Delivered On Time,0.5,4,50,Fast,Near,Successful,April,,,,,,,,,,,,,,,,,
O005135,C05135,Pooja Patel,56,Lucknow,Uttar Pradesh,2023-06-13 00:00:00,Delivered,P00653,Metro Eggs 1kg,Snacks & Branded Foods,Chips & Namkeen,50,3,1740,Debit Card,29,Delivered On Time,6.8,4,150,Fast,Far,Successful,June,,,,,,,,,,,,,,,,,
O005136,C05136,Kriti Yadav,22,Hyderabad,Telangana,2023-03-14 00:00:00,Delivered,P01099,Urban Cookies 6 pcs,Grocery & Staples,Dal & Pulses,180,2,260,UPI,5,Delivered On Time,0.8,4,360,Fast,Near,Successful,March,,,,,,,,,,,,,,,,,
O005137,C05137,Rohan Sharma,51,Chennai,Tamil Nadu,2023-08-10 00:00:00,Cancelled,P00338,Quick Chocolate 2kg,Household,Laundry,160,1,110,UPI,17,Delivered Late,1.1,4,160,Fast,Near,Failed,August,,,,,,,,,,,,,,,,,
O005138,C05138,Rohan Patel,20,Mumbai,Maharashtra,2023-05-30 00:00:00,Delivered,P00878,Smart Eggs 1kg,Fruits & Vegetables,Fresh Vegetables,30,1,120,UPI,37,Delivered Late,4,4,30,Fast,Near,Successful,May,,,,,,,,,,,,,,,,,
O005139,C05139,Kriti Gupta,39,Lucknow,Uttar Pradesh,2023-04-05 00:00:00,Delivered,P00779,Green Curd 2kg,Household,Disposables,200,4,880,UPI,23,Delivered On Time,5.6,4,800,Fast,Near,Successful,April,,,,,,,,,,,,,,,,,
O005140,C05140,Vihaan Reddy,40,Chennai,Tamil Nadu,2024-03-06 00:00:00,Delivered,P01085,Fresh Juice 500g,Grocery & Staples,Dry Fruits,130,4,160,Credit Card,79,Delivered Late,9.7,1,520,Slow,Far,Successful,March,,,,,,,,,,,,,,,,,
O005141,C05141,Nisha Khan,36,Bengaluru,Karnataka,2023-07-03 00:00:00,Delivered,P00657,Green Toothpaste 1kg,Snacks & Branded Foods,Instant Food,200,1,460,UPI,90,Delivered Late,8.9,5,200,Slow,Far,Successful,July,,,,,,,,,,,,,,,,,
O005142,C05142,Saanvi Yadav,39,Bengaluru,Karnataka,2023-06-14 00:00:00,Delivered,P00974,Fresh Curd 12 pcs,Personal Care,Deos & Perfumes,110,1,110,UPI,18,Delivered Late,0.5,4,110,Fast,Near,Successful,June,,,,,,,,,,,,,,,,,
O005143,C05143,Aarav Sharma,22,Ahmedabad,Gujarat,2023-02-19 00:00:00,Delivered,P00741,Happy Namkeen 500ml,Snacks & Branded Foods,Biscuits & Cookies,180,3,330,UPI,63,Delivered Late,8.1,5,540,Slow,Far,Successful,February,,,,,,,,,,,,,,,,,
O005144,C05144,Rohan Reddy,36,Pune,Maharashtra,2024-09-29 00:00:00,Delivered,P00195,Smart Dishwash 2kg,Dairy & Bakery,Breads,40,1,120,Debit Card,5,Delivered On Time,2,3,40,Fast,Near,Successful,September,,,,,,,,,,,,,,,,,
O005145,C05145,Aryan Patel,44,Hyderabad,Telangana,2024-11-29 00:00:00,Delivered,P00235,Quick Basmati Rice 2kg,Beverages,Juices,60,3,1170,UPI,13,Delivered On Time,3.1,5,180,Fast,Near,Successful,November,,,,,,,,,,,,,,,,,
O005146,C05146,Kabir Gupta,50,Lucknow,Uttar Pradesh,2024-02-18 00:00:00,Delivered,Not found,Not found,Not found,Not found,0,5,600,Cash on Delivery,34,Delivered Late,4.8,4,0,Fast,Near,Successful,February,,,,,,,,,,,,,,,,,
O005147,C05147,Aditya Sharma,18,Ahmedabad,Gujarat,2024-10-23 00:00:00,Delivered,P00553,Smart Curd 1kg,Beverages,Tea & Coffee,40,4,600,UPI,56,Delivered Late,7,4,160,Slow,Far,Successful,October,,,,,,,,,,,,,,,,,
O005148,C05148,Vihaan Gupta,39,Ahmedabad,Gujarat,2024-06-17 00:00:00,Delivered,P00303,Good Toothpaste 200g,Beverages,Energy Drinks,220,2,420,UPI,15,Delivered On Time,2.4,4,440,Fast,Near,Successful,June,,,,,,,,,,,,,,,,,
O005149,C05149,Aditya Patel,54,Chennai,Tamil Nadu,2024-07-12 00:00:00,Delivered,P00169,Smart Cookies 500ml,Fruits & Vegetables,Fresh Vegetables,210,5,3350,UPI,30,Delivered Late,2.5,3,1050,Fast,Near,Successful,July,,,,,,,,,,,,,,,,,
O005150,C05150,Yash Verma,58,Hyderabad,Telangana,2023-07-21 00:00:00,Delivered,P00309,Fresh Potato 200g,Dairy & Bakery,Breads,80,5,1800,Cash on Delivery,31,Delivered Late,3.3,4,400,Fast,Near,Successful,July,,,,,,,,,,,,,,,,,
O005151,C05151,Ananya Gupta,31,Ahmedabad,Gujarat,2024-10-05 00:00:00,Delivered,P00599,Urban Atta 6 pcs,Baby Care,Baby Food,250,1,560,Debit Card,44,Delivered Late,4.5,3,250,Fast,Near,Successful,October,,,,,,,,,,,,,,,,,
O005152,C05152,Meera Jain,60,Ahmedabad,Gujarat,2024-12-24 00:00:00,Delivered,P00231,Metro Tea 1L,Fruits & Vegetables,Fresh Vegetables,180,5,600,UPI,25,Delivered Late,1,5,900,Fast,Near,Successful,December,,,,,,,,,,,,,,,,,
O005153,C05153,Meera Verma,26,Kolkata,West Bengal,2024-04-26 00:00:00,Delivered,P00508,Quick Coffee 1kg,Baby Care,Baby Skin Care,670,1,80,Credit Card,10,Delivered On Time,2,3,670,Fast,Near,Successful,April,,,,,,,,,,,,,,,,,
O005154,C05154,Isha Reddy,48,Delhi,Delhi,2024-01-19 00:00:00,Delivered,P00854,Metro Milk 1kg,Dairy & Bakery,Milk,180,4,560,Cash on Delivery,35,Delivered Late,3.8,3,720,Fast,Near,Successful,January,,,,,,,,,,,,,,,,,
O005155,C05155,Diya Singh,22,Jaipur,Rajasthan,2023-08-02 00:00:00,Delivered,P00990,Daily Potato 200g,Snacks & Branded Foods,Chips & Namkeen,210,3,1320,Cash on Delivery,72,Delivered Late,7.9,5,630,Slow,Far,Successful,August,,,,,,,,,,,,,,,,,
O005156,C05156,Vivaan Singh,18,Ahmedabad,Gujarat,2024-04-20 00:00:00,Delivered,P00139,Fresh Juice 6 pcs,Household,Laundry,190,4,1400,Credit Card,82,Delivered Late,9.3,3,760,Slow,Far,Successful,April,,,,,,,,,,,,,,,,,
O005157,C05157,Vihaan Verma,37,Kolkata,West Bengal,2024-11-25 00:00:00,Delivered,Not found,Not found,Not found,Not found,0,1,390,UPI,90,Delivered Late,8.9,4,0,Slow,Far,Successful,November,,,,,,,,,,,,,,,,,
O005158,C05158,Rohan Khan,55,Jaipur,Rajasthan,2023-01-26 00:00:00,Cancelled,P01032,Pure Juice 12 pcs,Grocery & Staples,Rice,210,1,100,Net Banking,15,Delivered On Time,2.4,2,210,Fast,Near,Failed,January,,,,,,,,,,,,,,,,,
O005159,C05159,Vivaan Mehta,37,Bengaluru,Karnataka,2024-04-27 00:00:00,Delivered,P00331,Quick Cookies 500ml,Beverages,Juices,30,2,780,Debit Card,67,Delivered Late,9.3,5,60,Slow,Far,Successful,April,,,,,,,,,,,,,,,,,
O005160,C05160,Saanvi Patel,59,Pune,Maharashtra,2024-06-10 00:00:00,Delivered,P00668,Metro Atta 2kg,Grocery & Staples,Rice,450,2,300,Credit Card,5,Delivered On Time,1,4,900,Fast,Near,Successful,June,,,,,,,,,,,,,,,,,
O005161,C05161,Aryan Patel,60,Ahmedabad,Gujarat,2024-03-10 00:00:00,Delivered,P00050,Pure Curd 2kg,Snacks & Branded Foods,Instant Food,130,1,100,Credit Card,54,Delivered Late,5.2,4,130,Slow,Near,Successful,March,,,,,,,,,,,,,,,,,
O005162,C05162,Meera Jain,48,Jaipur,Rajasthan,2023-04-26 00:00:00,Delivered,P01056,Urban Dishwash 2kg,Household,Laundry,210,4,640,UPI,27,Delivered On Time,4.6,4,840,Fast,Near,Successful,April,,,,,,,,,,,,,,,,,
O005163,C05163,Vihaan Gupta,39,Delhi,Delhi,2023-10-19 00:00:00,Delivered,P00549,Urban Juice 1kg,Fruits & Vegetables,Fresh Fruits,250,1,700,UPI,17,Delivered On Time,3.8,3,250,Fast,Near,Successful,October,,,,,,,,,,,,,,,,,
O005164,C05164,Aditya Singh,28,Bengaluru,Karnataka,2023-12-28 00:00:00,Delivered,P00888,Pure Atta 6 pcs,Beverages,Tea & Coffee,40,2,1220,Debit Card,5,Delivered On Time,1.4,3,80,Fast,Near,Successful,December,,,,,,,,,,,,,,,,,
O005165,C05165,Saanvi Mehta,44,Kolkata,West Bengal,2024-04-19 00:00:00,Delivered,P00033,Good Tomato 1kg,Grocery & Staples,Dal & Pulses,150,2,460,Net Banking,9,Delivered Late,0.9,4,300,Fast,Near,Successful,April,,,,,,,,,,,,,,,,,
O005166,C05166,Aarav Gupta,31,Jaipur,Rajasthan,2023-09-10 00:00:00,Out for Delivery,P00913,Good Toor Dal 500g,Snacks & Branded Foods,Chips & Namkeen,80,1,100,Credit Card,32,Delivered On Time,3.6,2,80,Fast,Near,Failed,September,,,,,,,,,,,,,,,,,
O005167,C05167,Pooja Yadav,37,Kolkata,West Bengal,2023-11-20 00:00:00,Delivered,P00802,Fresh Tea 12 pcs,Baby Care,Diapers,280,4,960,UPI,46,Delivered On Time,5.8,5,1120,Slow,Near,Successful,November,,,,,,,,,,,,,,,,,
O005168,C05168,Khushi Gupta,18,Mumbai,Maharashtra,2023-11-18 00:00:00,Delivered,P00387,Urban Curd 200g,Personal Care,Deos & Perfumes,210,5,500,Net Banking,38,Delivered On Time,4.5,4,1050,Fast,Near,Successful,November,,,,,,,,,,,,,,,,,
O005169,C05169,Saanvi Sharma,19,Ahmedabad,Gujarat,2024-08-24 00:00:00,Delivered,P00110,Green Shampoo 1L,Baby Care,Baby Food,500,2,460,Debit Card,52,Delivered Late,4.9,4,1000,Slow,Near,Successful,August,,,,,,,,,,,,,,,,,
O005170,C05170,Kabir Jain,51,Jaipur,Rajasthan,2023-07-26 00:00:00,Delivered,P00384,Smart Toor Dal 500g,Personal Care,Hair Care,420,2,340,UPI,24,Delivered On Time,4.5,5,840,Fast,Near,Successful,July,,,,,,,,,,,,,,,,,
O005171,C05171,Kriti Mehta,49,Mumbai,Maharashtra,2023-05-22 00:00:00,Delivered,P00451,Green Namkeen 200g,Dairy & Bakery,Cakes,50,4,2160,Debit Card,38,Delivered On Time,5.9,2,200,Fast,Near,Successful,May,,,,,,,,,,,,,,,,,
O005172,C05172,Khushi Patel,56,Bengaluru,Karnataka,2024-08-21 00:00:00,Delivered,P00241,Daily Curd 2kg,Grocery & Staples,Rice,350,1,60,UPI,68,Delivered On Time,8.3,5,350,Slow,Far,Successful,August,,,,,,,,,,,,,,,,,
O005173,C05173,Kriti Jain,44,Bengaluru,Karnataka,2024-12-21 00:00:00,Delivered,P00237,Green Almonds 12 pcs,Dairy & Bakery,Paneer,180,3,480,UPI,5,Delivered On Time,1,4,540,Fast,Near,Successful,December,,,,,,,,,,,,,,,,,
O005174,C05174,Kriti Yadav,36,Chennai,Tamil Nadu,2024-03-02 00:00:00,Delivered,P00332,Urban Cookies 500ml,Fruits & Vegetables,Herbs,30,1,50,Debit Card,10,Delivered On Time,1.9,3,30,Fast,Near,Successful,March,,,,,,,,,,,,,,,,,
O005175,C05175,Isha Yadav,48,Kolkata,West Bengal,2023-04-16 00:00:00,Delivered,P00600,Metro Floor Cleaner 6 pcs,Household,Laundry,80,2,960,Debit Card,50,Delivered Late,5.4,5,160,Slow,Near,Successful,April,,,,,,,,,,,,,,,,,
